state,price,name,fuel_type,transmmision,make,model,year,condition,millage,engine_size
Oyo State,3675000,Hyundai Sonata 2013 Gray,Petrol,Automatic,Hyundai,Sonata,2013,Nigerian Used,65342,2400
Rivers State,3307500,Kia Optima 2013 Black,Petrol,Automatic,Kia,Optima,2013,Nigerian Used,292196,2000
Lagos State,4200000,Infiniti G35 2008 Black,Petrol,Automatic,Infiniti,G35,2008,Nigerian Used,256118,3500
Lagos State,34650000,Porsche Macan GTS 2017 Red,Petrol,Automatic,Porsche,Macan,2017,Foreign Used,18731,3000
Lagos State,15750000,Mercedes-Benz E300 2014 Black,Petrol,Automatic,Mercedes-Benz,E300,2014,Nigerian Used,35485,3500
Lagos State,4935000,Toyota Sienna 2012 Gray,Petrol,Automatic,Toyota,Sienna,2012,Nigerian Used,92318,3500
Rivers State,2100000,Toyota 4-Runner SR5 4x4 2004 Silver,Petrol,Automatic,Toyota,4-Runner,2004,Nigerian Used,220555,4700
Abuja (FCT),3744000,Pontiac Vibe 2010 Silver,Petrol,Automatic,Pontiac,Vibe,2010,Nigerian Used,114059,1800
Lagos State,6825000,Toyota Tacoma 2012 Gray,Petrol,Automatic,Toyota,Tacoma,2012,Nigerian Used,119998,4000
Rivers State,4680000,Mercedes-Benz M Class 2006 Burgandy,Petrol,Automatic,Mercedes-Benz,M Class,2006,Nigerian Used,162777,3500
Oyo State,7488000,Honda Accord 2016 Silver,Petrol,Automatic,Honda,Accord,2016,Nigerian Used,123108,2400
Abuja (FCT),13000000,Mercedes-Benz E350 2014 Blue,Petrol,Automatic,Mercedes-Benz,E350,2014,Nigerian Used,152237,3500
Lagos State,17850000,Jaguar XJ 2011 Black,Petrol,Automatic,Jaguar,XJ,2011,Nigerian Used,96920,5000
Oyo State,3744000,Toyota Camry 2007 Silver,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,175542,3500
Rivers State,2100000,Honda Accord 2.4 EX 2008 Burgandy,Petrol,Automatic,Honda,Accord,2008,Nigerian Used,91753,2400
Lagos State,5460000,Mercedes-Benz GL-Class GL 450 2008 White,Petrol,Automatic,Mercedes-Benz,GL-Class,2008,Foreign Used,268349,4600
Lagos State,3675000,Dodge Caravan 2009 Red,Petrol,Automatic,Dodge,Caravan,2009,Foreign Used,369292,3300
Abuja (FCT),5250000,Nissan Frontier 2008 Gray,Petrol,Automatic,Nissan,Frontier,2008,Nigerian Used,136192,4000
Rivers State,3255000,Ford Sport Trac 2009 Silver,Petrol,Automatic,Ford,Sport Trac,2009,Nigerian Used,184373,4000
Lagos State,8400000,Toyota Avalon 2013 Silver,Petrol,Automatic,Toyota,Avalon,2013,Foreign Used,142922,3500
Akwa Ibom State,4160000,Toyota Highlander Base AWD 2004 Black,Petrol,Automatic,Toyota,Highlander,2004,Nigerian Used,209112,3300
Kwara State,3360000,Infiniti G35 2008 Gray,Petrol,Automatic,Infiniti,G35,2008,Nigerian Used,489189,3500
Lagos State,11180000,Toyota Avalon 2014 Black,Petrol,Automatic,Toyota,Avalon,2014,Foreign Used,243588,3500
Oyo State,8840000,Toyota Highlander 2011 Green,Petrol,Automatic,Toyota,Highlander,2011,Nigerian Used,165414,3500
Abuja (FCT),3079125,Toyota Highlander 2005 Gold,Petrol,Automatic,Toyota,Highlander,2005,Nigerian Used,177699,3300
Delta State,3016000,Ford Explorer 2007 Black,Petrol,Automatic,Ford,Explorer,2007,Nigerian Used,112568,4600
Abuja (FCT),26250000,Toyota Tacoma 2020 Gray,Petrol,Automatic,Toyota,Tacoma,2020,Nigerian Used,20699,3500
Kwara State,8657250,Toyota Venza 2011 Black,Petrol,Automatic,Toyota,Venza,2011,Foreign Used,117954,2700
Lagos State,3832500,Lexus RX 350 2008 Brown,Petrol,Automatic,Lexus,RX 350,2008,Nigerian Used,123882,3500
Abuja (FCT),7350000,Land Rover Range Rover Evoque 2013 Black,Diesel,Automatic,Land Rover,Range Rover Evoque,2013,Nigerian Used,44931,2200
Kwara State,6510000,Nissan Sentra 2013 Gray,Petrol,CVT,Nissan,Sentra,2013,Foreign Used,130272,2000
Abuja (FCT),3120000,Toyota Avalon 2008 Green,Petrol,Automatic,Toyota,Avalon,2008,Nigerian Used,198756,3500
Lagos State,4160000,Toyota 4-Runner 2006 Black,Petrol,Automatic,Toyota,4-Runner,2006,Nigerian Used,285664,4000
Lagos State,3559500,Land Rover Lr4 2010 Black,Petrol,Automatic,Land Rover,Lr4,2010,Nigerian Used,95332,5000
Oyo State,3150000,Nissan Altima 2015 Gray,Petrol,Automatic,Nissan,Altima,2015,Nigerian Used,51473,2500
Lagos State,5250000,Mitsubishi Pajero 2010 Gray,Petrol,Automatic,Mitsubishi,Pajero,2010,Nigerian Used,156591,3800
Lagos State,6760000,Toyota Camry 2012 Black,Petrol,Automatic,Toyota,Camry,2012,Foreign Used,147485,2500
Lagos State,9660000,Toyota 4-Runner 2013 Blue,Petrol,Automatic,Toyota,4-Runner,2013,Nigerian Used,119557,4000
Lagos State,3640000,Toyota Corolla 1.4 Advanced 2009 White,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,239091,1800
Lagos State,4515000,Ford Escape 2014 Black,Petrol,Automatic,Ford,Escape,2014,Nigerian Used,219193,2500
Abuja (FCT),5823562,Mercedes-Benz E350 2012 White,Petrol,Automatic,Mercedes-Benz,E350,2012,Nigerian Used,216296,3500
Kwara State,3045000,New Acura TL 2009 White,Petrol,Automatic,Acura,TL,2009,Brand New,217445,1800
Rivers State,4576000,Lexus RX 330 2004 Black,Petrol,Automatic,Lexus,RX 330,2004,Nigerian Used,161420,3300
Oyo State,4056000,Toyota Camry 2007 Gray,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,93027,
Ondo State,6930000,Mercedes-Benz GLK-Class 350 2012 White,Petrol,Automatic,Mercedes-Benz,GLK-Class,2012,Nigerian Used,165559,3500
Anambra State,34650000,Lexus RX 350L 4WD 2020 White,Petrol,Automatic,Lexus,RX,2020,Nigerian Used,32925,3500
Abuja (FCT),10290000,Mercedes-Benz G-Class Base G 500 AWD 2003 Black,Petrol,Automatic,Mercedes-Benz,G-Class,2003,Nigerian Used,84447,5000
Abuja (FCT),3150000,Nissan Maxima QX 3.5 2002 Blue,Petrol,Automatic,Nissan,Maxima,2002,Nigerian Used,241248,3500
Lagos State,5250000,Ford Taurus 2012 Silver,Petrol,Automatic,Ford,Taurus,2012,Foreign Used,184683,3500
Kwara State,4160000,Lexus IS 2007 White,Petrol,Automatic,Lexus,IS,2007,Nigerian Used,216885,3500
Ondo State,1995000,Acura MDX 2001 Gray,Petrol,Automatic,Acura,MDX,2001,Nigerian Used,4255811,3500
Oyo State,8840000,Toyota Highlander 2009 Gray,Petrol,Automatic,Toyota,Highlander,2009,Foreign Used,73661,3500
Oyo State,4515000,Volvo XC90 2008 Blue,Petrol,Automatic,Volvo,XC90,2008,Foreign Used,172262,3200
Lagos State,4194750,Toyota Tundra 2004 Black,Petrol,Automatic,Toyota,Tundra,2004,Foreign Used,697729,4700
Oyo State,5725000,Honda Pilot 2009 Green,Petrol,Automatic,Honda,Pilot,2009,Foreign Used,90457,3500
Lagos State,5512500,Honda Accord 2013 White,Petrol,Automatic,Honda,Accord,2013,Foreign Used,193560,2400
Abuja (FCT),9975000,Cadillac CTS 2013 Black,Petrol,Automatic,Cadillac,CTS,2013,Nigerian Used,105746,2000
Abuja (FCT),9240000,Toyota Camry 2015 Red,Petrol,Automatic,Toyota,Camry,2015,Foreign Used,194728,2500
Lagos State,3675000,Acura TSX 2011 Black,Petrol,Automatic,Acura,TSX,2011,Nigerian Used,279632,2400
Ondo State,13650000,Mercedes-Benz C300 2015 White,Petrol,Automatic,Mercedes-Benz,C300,2015,Foreign Used,169600,2000
Lagos State,7800000,Lexus RX 330 2005 Blue,Petrol,Automatic,Lexus,RX 330,2005,Foreign Used,325429,3300
Lagos State,5985000,Toyota Venza 2009 Black,Petrol,Automatic,Toyota,Venza,2009,Foreign Used,150669,3500
Lagos State,12600000,Toyota Sequoia 2011 Gray,Petrol,Automatic,Toyota,Sequoia,2011,Nigerian Used,54413,5700
Lagos State,5250000,Toyota Corolla 2014 Red,Petrol,Automatic,Toyota,Corolla,2014,Nigerian Used,117581,1800
Abuja (FCT),3120000,Hyundai Santa Fe 3.3 Limited AWD 2007 Blue,Petrol,Automatic,Hyundai,Santa Fe,2007,Nigerian Used,170529,3300
Rivers State,13188000,Toyota Land Cruiser Prado 2012 Black,Petrol,Automatic,Toyota,Land Cruiser Prado,2012,Nigerian Used,134089,2700
Lagos State,3465000,Nissan Rogue 2013 Red,Petrol,Automatic,Nissan,Rogue,2013,Nigerian Used,149578,2500
Oyo State,7072000,Toyota Camry 2016 Blue,Petrol,Automatic,Toyota,Camry,2016,Nigerian Used,148318,2500
Abuja (FCT),5200000,Lexus IS 2008 Gray,Petrol,Automatic,Lexus,IS,2008,Nigerian Used,151718,2500
Lagos State,14175000,Toyota Highlander 2017 Blue,Petrol,Automatic,Toyota,Highlander,2017,Foreign Used,106158,3500
Delta State,3675000,Honda Accord Crosstour 2011 Black,Petrol,Automatic,Honda,Accord Crosstour,2011,Nigerian Used,63715,3500
Ondo State,4305000,Lexus RX 2005 Blue,Petrol,Automatic,Lexus,RX,2005,Nigerian Used,163694,3300
Lagos State,4882500,Ford Escape 2014 Black,Petrol,Automatic,Ford,Escape,2014,Nigerian Used,62180,1600
Abuja (FCT),4305000,Lexus ES 2008 Gray,Petrol,Automatic,Lexus,ES,2008,Nigerian Used,98813,3500
Oyo State,9568000,Toyota Sienna 2012 White,Petrol,Automatic,Toyota,Sienna,2012,Foreign Used,221883,3500
Kwara State,2100000,Toyota Corolla 2003 Green,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,239920,1800
Ondo State,2205000,Toyota Corolla 2007 Red,Petrol,Automatic,Toyota,Corolla,2007,Nigerian Used,251277,1800
Delta State,15750000,Toyota Sienna 2019 Black,Petrol,Automatic,Toyota,Sienna,2019,Foreign Used,24917,3500
Lagos State,4200000,Toyota Tacoma 2005 Silver,Petrol,Automatic,Toyota,Tacoma,2005,Nigerian Used,256819,4000
Oyo State,14040000,Lexus RX 350 2013 Silver,Petrol,Automatic,Lexus,RX 350,2013,Foreign Used,64629,3500
Lagos State,7770000,Mercedes-Benz C300 2017 Black,Petrol,Automatic,Mercedes-Benz,C300,2017,Nigerian Used,70914,2000
Abuja (FCT),7875000,Mercedes-Benz GLK-Class 2013 Gray,Petrol,Automatic,Mercedes-Benz,GLK-Class,2013,Nigerian Used,135448,3500
Abuja (FCT),5928000,Ford Escape 2013 Gray,Petrol,Automatic,Ford,Escape,2013,Nigerian Used,161283,2000
Lagos State,5720000,Acura MDX 2008 Purple,Petrol,Automatic,Acura,MDX,2008,Foreign Used,355228,
Ondo State,6300000,Ford Fusion Titanium 2013 Gray,Petrol,Automatic,Ford,Fusion,2013,Nigerian Used,24863,2000
Lagos State,4200000,Infiniti FX35 Base 4x4 (3.5L 6cyl 5A) 2006 Black,Petrol,Automatic,Infiniti,FX35,2006,Foreign Used,322082,3500
Lagos State,7560000,Mazda 6 2015 Black,Petrol,Automatic,Mazda,6,2015,Nigerian Used,207764,2500
Lagos State,4200000,Infiniti FX35 Base 4x4 (3.5L 6cyl 5A) 2006 Black,Petrol,Automatic,Infiniti,FX35,2006,Foreign Used,322082,3500
Lagos State,9135000,Toyota Highlander 2015 Gray,Petrol,Automatic,Toyota,Highlander,2015,Nigerian Used,107959,3500
Lagos State,4725000,Ford Ecosport 2014 Black,Petrol,Automatic,Ford,Ecosport,2014,Nigerian Used,102151,1500
Ondo State,6300000,Ford Fusion Titanium 2013 Gray,Petrol,Automatic,Ford,Fusion,2013,Nigerian Used,24863,2000
Lagos State,5040000,Mercedes-Benz C300 2012 Black,Petrol,Automatic,Mercedes-Benz,C300,2012,Nigerian Used,270171,3000
Kwara State,6825000,Toyota Corolla 2014 Brown,Petrol,Automatic,Toyota,Corolla,2014,Foreign Used,108970,1800
Oyo State,4056000,Toyota Camry 2007 Gray,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,93027,
Lagos State,4194750,Toyota Tundra 2004 Black,Petrol,Automatic,Toyota,Tundra,2004,Foreign Used,697729,4700
Lagos State,5775000,Honda Pilot 2013 White,Petrol,Automatic,Honda,Pilot,2013,Nigerian Used,135596,3500
Ondo State,4305000,Lexus RX 2005 Blue,Petrol,Automatic,Lexus,RX,2005,Nigerian Used,163694,3300
Oyo State,7072000,Toyota Camry 2016 Blue,Petrol,Automatic,Toyota,Camry,2016,Nigerian Used,148318,2500
Abuja (FCT),9240000,Toyota Camry 2015 Red,Petrol,Automatic,Toyota,Camry,2015,Foreign Used,194728,2500
Kwara State,4200000,Lexus RX 330 2004 Black,Petrol,Automatic,Lexus,RX 330,2004,Nigerian Used,204709,3300
Lagos State,12180000,Toyota Sienna 2015 Gray,Petrol,Automatic,Toyota,Sienna,2015,Foreign Used,275219,3500
Oyo State,14040000,Lexus RX 350 2013 Silver,Petrol,Automatic,Lexus,RX 350,2013,Foreign Used,64629,3500
Rivers State,5775000,Ford F-150 2010 Blue,Petrol,Automatic,Ford,F-150,2010,Nigerian Used,109365,5400
Lagos State,4305000,Toyota Avalon 2006 Gray,Petrol,Automatic,Toyota,Avalon,2006,Foreign Used,240084,3500
Delta State,3675000,Lexus RX 350 2008 Ivory,Petrol,Automatic,Lexus,RX 350,2008,Nigerian Used,318828,3500
Abuja (FCT),26000000,Toyota RAV4 2019 Silver,Petrol,Automatic,Toyota,RAV4,2019,Foreign Used,1409,2500
Abuja (FCT),3150000,Lexus ES 2010 Black,Petrol,Automatic,Lexus,ES,2010,Nigerian Used,128647,3500
Lagos State,4725000,Ford Ecosport 2014 Black,Petrol,Automatic,Ford,Ecosport,2014,Nigerian Used,102151,1500
Abuja (FCT),3640000,Toyota Camry 2007 White,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,146249,2400
Lagos State,5775000,Honda Pilot 2013 White,Petrol,Automatic,Honda,Pilot,2013,Nigerian Used,135596,3500
Abuja (FCT),6247500,Mercedes-Benz C250 2012 Red,Petrol,Automatic,Mercedes-Benz,C250,2012,Foreign Used,88209,2000
Lagos State,6405000,Mazda CX-9 2012 Black,Petrol,Automatic,Mazda,CX-9,2012,Foreign Used,164274,3700
Abuja (FCT),6090000,New Kia Forte 2014 Blue,Petrol,Automatic,Kia,Forte,2014,Brand New,85845,2000
Lagos State,2730000,Mercury Mariner 2008 Black,Petrol,Automatic,Mercury,Mariner,2008,Nigerian Used,231009,3000
Lagos State,9975000,Lexus RX 350 2014 Black,Petrol,Automatic,Lexus,RX 350,2014,Foreign Used,103204,2700
Lagos State,5985000,Mercedes-Benz GLK-Class 2012 White,Petrol,Automatic,Mercedes-Benz,GLK-Class,2012,Nigerian Used,101661,3500
Lagos State,3780000,Nissan Qashqai 2015 Gray,Petrol,CVT,Nissan,Qashqai,2015,Nigerian Used,43653,2000
Rivers State,2310000,Toyota Highlander Base FWD 2004 Silver,Petrol,Automatic,Toyota,Highlander,2004,Nigerian Used,124514,3300
Ondo State,6968000,Toyota Venza V6 AWD 2010 Red,Petrol,Automatic,Toyota,Venza,2010,Nigerian Used,222768,3500
Kaduna State,12376000,Honda Accord 2016 Silver,Petrol,Automatic,Honda,Accord,2016,Foreign Used,160932,3000
Ondo State,3360000,Toyota Camry 2009 Gray,Petrol,Automatic,Toyota,Camry,2009,Nigerian Used,193186,2400
Lagos State,7350000,Mercedes-Benz R-Class 2011 Gray,Petrol,Automatic,Mercedes-Benz,R-Class,2011,Nigerian Used,167087,3500
Lagos State,4935000,Hyundai Santa Fe 2015 Black,Petrol,Automatic,Hyundai,Santa Fe,2015,Nigerian Used,76650,2400
Lagos State,3848000,Toyota Corolla 2009 Black,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,117391,1800
Lagos State,5720000,Toyota Highlander V6 AWD 2004 Blue,Petrol,Automatic,Toyota,Highlander,2004,Foreign Used,316748,3300
Lagos State,2362500,Lexus ES 2003 Black,Petrol,Automatic,Lexus,ES,2003,Nigerian Used,419390,3000
Rivers State,2467500,Hyundai Accent 2011 Black,Petrol,Automatic,Hyundai,Accent,2011,Nigerian Used,140999,1400
Akwa Ibom State,2625000,Toyota 4-Runner SR5 V6 2007 Gray,Petrol,Automatic,Toyota,4-Runner,2007,Nigerian Used,103229,3500
Lagos State,1995000,Jeep Liberty 2007 Blue,Petrol,Automatic,Jeep,Liberty,2007,Nigerian Used,103060,3700
Lagos State,4200000,Volkswagen Polo 2015 Red,Petrol,Automatic,Volkswagen,Polo,2015,Foreign Used,41590,1600
Lagos State,6136000,Toyota Corolla 2012 Gray,Petrol,Automatic,Toyota,Corolla,2012,Foreign Used,162343,1800
Ondo State,2520000,Lexus ES 2005 Brown,Petrol,Automatic,Lexus,ES,2005,Nigerian Used,215141,3300
Lagos State,3045000,Lexus GS 2008 Black,Petrol,Automatic,Lexus,GS,2008,Nigerian Used,279553,3500
Rivers State,3360000,Volkswagen Routan 2009 Burgandy,Petrol,Automatic,Volkswagen,Routan,2009,Nigerian Used,143299,4000
Abuja (FCT),3120000,Toyota Camry 2006 Silver,Petrol,Automatic,Toyota,Camry,2006,Nigerian Used,298357,2400
Anambra State,2964000,Lexus ES 330 Sedan 2004 Gold,Petrol,Automatic,Lexus,ES,2004,Nigerian Used,252297,3300
Abuja (FCT),15600000,Lexus GX 2008 Black,Petrol,Automatic,Lexus,GX,2008,Nigerian Used,65811,4700
Lagos State,2940000,Jeep Liberty 2002 Red,Petrol,Automatic,Jeep,Liberty,2002,Nigerian Used,244125,3700
Rivers State,2310000,GMC Acadia SLT-1 AWD 2008 Silver,Petrol,Automatic,GMC,Acadia,2008,Nigerian Used,305208,3600
Akwa Ibom State,4200000,Ford Escape 2014 Black,Petrol,Automatic,Ford,Escape,2014,Nigerian Used,115583,1600
Oyo State,2100000,Ford F-150 2002 Black,Petrol,Automatic,Ford,F-150,2002,Foreign Used,394970,4600
Lagos State,5775000,Mercedes-Benz Sprinter 2007 Yellow,Diesel,Manual,Mercedes-Benz,Sprinter,2007,Nigerian Used,431995,2100
Lagos State,26250000,Ford Explorer 2019 White,Petrol,Automatic,Ford,Explorer,2019,Foreign Used,4115,3500
Lagos State,3675000,Honda Pilot 2009 Beige,Petrol,Automatic,Honda,Pilot,2009,Nigerian Used,107165,3500
Akwa Ibom State,3885000,Nissan Sentra S 2013 Black,Petrol,CVT,Nissan,Sentra,2013,Nigerian Used,112190,1800
Lagos State,2310000,Toyota Matrix 2006 Black,Petrol,Automatic,Toyota,Matrix,2006,Nigerian Used,134636,1800
Abuja (FCT),3885000,Honda Accord 2010 Black,Petrol,Automatic,Honda,Accord,2010,Foreign Used,104542,3500
Lagos State,9135000,Toyota Highlander 2015 Gray,Petrol,Automatic,Toyota,Highlander,2015,Nigerian Used,107959,3500
Oyo State,2100000,Toyota Avalon 2006 Black,Petrol,Automatic,Toyota,Avalon,2006,Nigerian Used,107131,3500
Abuja (FCT),3016000,Lexus ES 330 Sedan 2004 Silver,Petrol,Automatic,Lexus,ES,2004,Nigerian Used,391423,3300
Imo State,2310000,Toyota Sienna CE FWD 2006 Green,Petrol,Automatic,Toyota,Sienna,2006,Nigerian Used,187603,3300
Lagos State,7140000,Toyota Venza 2015 White,Petrol,Automatic,Toyota,Venza,2015,Nigerian Used,118690,2700
Abuja (FCT),3744000,Toyota Corolla 2010 Gold,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,228148,1800
Abuja (FCT),7072000,Toyota Camry 2012 Black,Petrol,Automatic,Toyota,Camry,2012,Foreign Used,143147,2500
Delta State,2600000,Toyota Camry 2004 Silver,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,413724,2400
Abuja (FCT),5512000,Mercedes-Benz C300 2009 Red,Petrol,Automatic,Mercedes-Benz,C300,2009,Nigerian Used,319397,3500
Lagos State,7560000,Hyundai Sonata 2015 White,Petrol,Automatic,Hyundai,Sonata,2015,Foreign Used,156265,2400
Akwa Ibom State,3885000,Mercedes-Benz C280 2011 Gray,Petrol,Automatic,Mercedes-Benz,C280,2011,Nigerian Used,104758,3500
Lagos State,3360000,Mercedes-Benz C250 2011 White,Petrol,Manual,Mercedes-Benz,C250,2011,Nigerian Used,130140,2500
Oyo State,4680000,Volkswagen Passat 2012 Red,Petrol,Automatic,Volkswagen,Passat,2012,Nigerian Used,74869,2500
Abuja (FCT),3848000,Toyota Camry 2011 Gold,Petrol,Automatic,Toyota,Camry,2011,Nigerian Used,207163,2500
Oyo State,2520000,Lexus ES 2003 Blue,Petrol,Automatic,Lexus,ES,2003,Nigerian Used,294131,3000
Lagos State,3640000,Hyundai Elantra 2012 Blue,Petrol,Automatic,Hyundai,Elantra,2012,Nigerian Used,73607,1800
Oyo State,4690000,Lexus RX 350 2007 White,Petrol,Automatic,Lexus,RX 350,2007,Nigerian Used,130910,3500
Lagos State,8925000,Jeep Wrangler 2008 White,Petrol,Automatic,Jeep,Wrangler,2008,Nigerian Used,79511,3800
Oyo State,2415000,Infiniti G35 2007 Black,Petrol,Automatic,Infiniti,G35,2007,Nigerian Used,185694,3500
Lagos State,4472000,Hyundai Elantra 2012 Silver,Petrol,Automatic,Hyundai,Elantra,2012,Nigerian Used,68894,1800
Lagos State,5092500,Toyota Hilux 2010 White,Petrol,Manual,Toyota,Hilux,2010,Nigerian Used,114997,2700
Ondo State,4200000,Toyota Sienna 2004 Gold,Petrol,Automatic,Toyota,Sienna,2004,Foreign Used,173514,3300
Abuja (FCT),2835000,Infiniti FX 2003 Brown,Petrol,Automatic,Infiniti,FX,2003,Nigerian Used,149459,4500
Lagos State,4620000,Volkswagen Routan 2011 Gray,Petrol,Automatic,Volkswagen,Routan,2011,Nigerian Used,135482,3600
Lagos State,4200000,Kia Mohave 2013 Black,Petrol,Automatic,Kia,Mohave,2013,Nigerian Used,111800,3800
Lagos State,31200000,Toyota Land Cruiser Prado 2015 Black,Petrol,Automatic,Toyota,Land Cruiser Prado,2015,Nigerian Used,86833,4000
Delta State,2625000,Toyota Highlander 2002 Green,Petrol,Automatic,Toyota,Highlander,2002,Nigerian Used,191119,3000
Oyo State,2600000,Toyota Matrix 2005 Red,Petrol,Automatic,Toyota,Matrix,2005,Nigerian Used,194606,1800
Ondo State,4410000,Toyota Camry Hybrid 2010 Silver,Hybrid,Automatic,Toyota,Camry,2010,Foreign Used,346534,2400
Anambra State,3971625,Mercedes-Benz M Class ML 350 4Matic 2008 Gray,Petrol,Automatic,Mercedes-Benz,M Class,2008,Nigerian Used,226875,3500
Lagos State,4872000,Acura ZDX 2012 White,Petrol,Automatic,Acura,ZDX,2012,Nigerian Used,144710,3500
Oyo State,3487500,Toyota Corolla 2009 Gray,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,144469,1800
Lagos State,1365000,Opel Zafira 2002 Blue,Petrol,Automatic,Opel,Zafira,2002,Nigerian Used,203160,2200
Lagos State,5775000,Toyota Highlander 2011 Black,Petrol,Automatic,Toyota,Highlander,2011,Nigerian Used,156664,3500
Lagos State,4305000,Toyota Corolla 2011 Black,Petrol,Automatic,Toyota,Corolla,2011,Foreign Used,293796,1800
Lagos State,7560000,Mercedes-Benz GLK-Class 2010 Black,Petrol,Automatic,Mercedes-Benz,GLK-Class,2010,Foreign Used,190573,3500
Kwara State,3120000,Toyota Corolla 2003 Silver,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,166706,1800
Lagos State,5804000,Mercedes-Benz M Class ML 500 4Matic 2007 Black,Petrol,Automatic,Mercedes-Benz,M Class,2007,Foreign Used,310203,5000
Oyo State,3675000,Kia Optima 2011 Black,Petrol,Automatic,Kia,Optima,2011,Nigerian Used,159081,2000
Lagos State,8112000,Mercedes-Benz C350 2008 Black,Petrol,Automatic,Mercedes-Benz,C350,2008,Nigerian Used,114699,3500
Kwara State,5775000,Toyota Highlander 2009 Red,Petrol,Automatic,Toyota,Highlander,2009,Nigerian Used,193133,3500
Lagos State,2625000,Nissan Murano 2003 Off white,Petrol,Automatic,Nissan,Murano,2003,Nigerian Used,195025,3500
Lagos State,2730000,Dodge Magnum 2008 Silver,Petrol,Automatic,Dodge,Magnum,2008,Foreign Used,193241,3500
Kwara State,2520000,Lexus ES 2004 Black,Petrol,Automatic,Lexus,ES,2004,Nigerian Used,145735,3300
Lagos State,4160000,Toyota Avalon 2009 Green,Petrol,Automatic,Toyota,Avalon,2009,Nigerian Used,220738,3500
Lagos State,7350000,Volkswagen Touareg 2013 Gray,Petrol,Automatic,Volkswagen,Touareg,2013,Nigerian Used,204875,3600
Lagos State,3432000,Toyota Sienna 2006 Blue,Petrol,Automatic,Toyota,Sienna,2006,Nigerian Used,227847,3300
Lagos State,2625000,Lexus GS 2008 Silver,Petrol,Automatic,Lexus,GS,2008,Nigerian Used,270121,3500
Kaduna State,2080000,Honda Accord 2.4 Executive 2006 Silver,Petrol,Automatic,Honda,Accord,2006,Nigerian Used,177741,2400
Abuja (FCT),2835000,Toyota Corolla 2009 Gold,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,276296,1800
Lagos State,3744000,Toyota Corolla 2009 Gold,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,112882,18000
Lagos State,7350000,Toyota RAV4 2013 Black,Petrol,Automatic,Toyota,RAV4,2013,Nigerian Used,88331,2500
Kaduna State,3045000,Toyota Camry 2010 Gold,Petrol,Automatic,Toyota,Camry,2010,Nigerian Used,236587,2500
